Cluster_name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec
NGC 6588,18 20 33,-63 48 30,330.844,-20.878,,,,,,,5,,,,
NGC 6595,18 17 04,-19 51 54,11.422,-1.713,,,,,,,4,,,,
NGC 6596,18 17 31,-16 38 59,14.3,-0.28,1100,10.67,0.15,8.6,,-5.4,20.4,,,2.94,-2.47
NGC 6603,18 18 26,-18 24 24,12.86,-1.306,3600,15.23,0.79,8.3,,-82.1,6,,,0.72,0.1
NGC 6604,18 18 03,-12 14 30,18.247,1.695,1696,14.15,0.97,6.81,O9,50.2,5,,18,-0.02,-2.74
NGC 6605,18 18 21,-14 56 42,15.9,0.35,,,,,,,15,,,,
NGC 6611,18 18 48,-13 48 24,16.954,0.793,1749,13.64,0.782,6.884,O6,24.2,6,,23.5,0.07,-0.28
NGC 6613,18 19 58,-17 06 06,14.183,-1.011,1296,11.96,0.45,7.223,B3,-22.9,5,,-14,-1.02,-1.33
NGC 6618,18 20 47,-16 10 18,15.095,-0.746,1300,15.25,1.51,6,O5,-16.9,25,,,1.79,-1.96
NGC 6625,18 22 49,-11 57 42,19.043,0.799,1335,14.38,1.21,8.7,,18.6,16,,,,
NGC 6631,18 27 11,-12 01 48,19.482,-0.177,2600,13.47,0.45,8.6,,-8,6,,,,
NGC 6633,18 27 15,+06 30 30,36.011,8.328,376,8.44,0.182,8.629,B6,54.5,20,0,-29.1,-0.21,-1.6
NGC 6639,18 30 57,-13 08 59,18.91,-1.51,700,9.85,0.2,8.86,,-18.4,21.6,,7,2.31,-1.5
NGC 6645,18 32 37,-16 53 00,15.784,-3.587,1245,11.59,0.36,8.6,B9,-77.9,14,,,,
NGC 6647,18 32 49,-17 13 42,15.246,-3.564,2200,13.39,0.54,9.2,,-136.8,13,,,,
NGC 6649,18 33 27,-10 24 12,21.635,-0.785,1369,14.41,1.201,7.566,,-18.8,5,,-8.8,,
NGC 6659,18 33 59,+23 35 42,52.48,14.156,,,,,,,7,,,,
NGC 6664,18 36 42,-08 13 00,23.945,-0.491,1164,12.53,0.709,7.162,B3,-10,12,,17.8,-0.31,-2.31
NGC 6682,18 39 37,-04 48 48,27.302,0.427,,,,,,,19,,,,
NGC 6683,18 42 13,-06 12 42,26.355,-0.788,1197,12.06,0.54,7,B4,-16.5,3,,,,
NGC 6694,18 45 18,-09 23 00,23.879,-2.914,1600,12.85,0.589,7.931,B5,-81.3,7,,-9.2,-1.73,-0.91
NGC 6698,18 48 04,-25 52 42,9.255,-10.792,,,,,,,10,,,,
NGC 6704,18 50 45,-05 12 18,28.219,-2.218,2974,14.59,0.717,7.863,B2,-115.1,5,,,,
NGC 6705,18 51 05,-06 16 12,27.307,-2.776,1877,12.69,0.426,8.302,B8,-90.9,13,0.13,34.4,-4.63,-1.1
NGC 6709,18 51 18,+10 19 06,42.12,4.715,1075,11.1,0.304,8.178,B5,88.4,14,,-21,0.96,-2.3
NGC 6716,18 54 34,-19 54 06,15.395,-9.593,789,10.17,0.22,7.961,B5,-131.5,10,,,-0.87,-3.3
NGC 6724,18 56 46,+10 25 42,42.842,3.577,,,,,,,3,,,,
NGC 6728,18 58 44,-08 58 12,25.74,-5.68,1000,10.47,0.15,8.93,,-99,15.6,,,2.25,-0.8
NGC 6735,19 00 37,-00 28 30,34.402,-1.825,,,,,,,12,,,,
NGC 6737,19 02 20,-18 32 59,17.434,-10.67,2120,13.99,0.76,8.7,,-392.5,8,,,,
NGC 6738,19 01 21,+11 36 54,44.398,3.102,,,,,,,15,,,,
NGC 6743,19 01 20,+29 16 36,60.367,10.922,,,,,,,7,,,,
NGC 6755,19 07 49,+04 16 00,38.598,-1.688,1421,13.32,0.826,7.719,B2,-41.9,14,,18.7,-0.37,-3.71
NGC 6756,19 08 42,+04 42 18,39.089,-1.682,1507,14.55,1.18,7.79,B3,-44.2,4,,,,
NGC 6773,19 15 03,+04 52 54,39.976,-3.003,,,,,,,8,,,,
NGC 6775,19 16 48,-00 55 24,36.657,-5.217,,,,,,,2,,,,
NGC 6791,19 20 53,+37 46 18,69.959,10.904,4100,13.43,0.117,9.643,F2,775.6,10,0.15,-57,-3.17,-7.74
NGC 6793,19 23 13,+22 08 23,56.16,3.32,1100,10.73,0.17,8.64,,63.7,18,,,3.9,1.09
NGC 6795,19 26 22,+03 30 54,40.077,-6.137,,,,,,,8,,,,
NGC 6800,19 27 07,+25 08 23,59.23,3.95,1000,11.24,0.4,8.59,A0,68.9,15.6,,,1.65,4.27
NGC 6802,19 30 35,+20 15 42,55.326,0.916,1124,12.88,0.848,8.87,B6,18,5,,,,
NGC 6811,19 37 17,+46 23 18,79.21,12.015,1215,10.92,0.16,8.799,A0,252.9,14,,7.1,-5.47,-7.53
NGC 6815,19 40 44,+26 45 30,62.135,2.045,,,,,,,30,,,,
NGC 6819,19 41 18,+40 11 12,73.978,8.481,2360,12.6,0.238,9.174,A0,348.1,5,0.07,4.8,-3.14,-3.34
NGC 6823,19 43 09,+23 18 00,59.402,-0.144,1893,14.01,0.845,6.82,O7,-4.8,6,,11,-1.41,-3.04
NGC 6827,19 48 54,+21 12 00,58.252,-2.348,4100,16.32,1.05,8.9,,-168,4,,,,
NGC 6828,19 50 16,+07 54 00,46.82,-9.27,600,9.51,0.2,8.56,,-96.7,21.6,,-21,-1.12,-2.9
NGC 6830,19 50 59,+23 06 00,60.135,-1.8,1639,12.63,0.501,7.572,B0,-51.5,5,,,0.89,-2.76
NGC 6832,19 48 15,+59 25 18,92.005,16.349,,,,,,,15,,,,
NGC 6834,19 52 12,+29 24 30,65.698,1.189,2067,13.77,0.708,7.883,B2,42.9,5,,-6.8,-1.88,-4.2
NGC 6837,19 53 08,+11 41 54,50.519,-8.009,,,,,,,3,,,,
NGC 6839,19 54 33,+17 56 18,56.114,-5.152,,,,,,,6,,,,
NGC 6840,19 55 18,+12 07 36,51.162,-8.253,,,,,,,6,,,,
NGC 6843,19 56 06,+12 09 48,51.293,-8.404,,,,,,,5,,,,
NGC 6846,19 56 28,+32 20 54,68.691,1.919,4450,16.5,1.05,8.6,,149,2,,,,
NGC 6847,19 56 37,+30 12 48,66.882,0.783,,,,,,,30,,,,
NGC 6856,19 59 17,+56 07 48,89.683,13.527,,,,,,,2,,,,
NGC 6858,20 02 56,+11 15 30,51.36,-10.305,,,,,,,10,,,,
NGC 6859,20 03 49,+00 26 36,41.812,-15.836,,,,,,,8,,,,
NGC 6863,20 05 07,-03 33 18,38.278,-17.996,,,,,,,2,,,,
NGC 6866,20 03 55,+44 09 30,79.56,6.839,1450,11.33,0.169,8.576,A2,172.7,14,,,-3.33,-5.03
NGC 6871,20 05 59,+35 46 36,72.645,2.054,1574,12.36,0.443,6.958,O6,56.4,29,,-7.7,-2.89,-5.65
NGC 6873,20 07 13,+21 06 06,60.451,-6.154,,,,,,,15,,,,
NGC 6882,20 11 47,+26 48 42,65.781,-3.849,,,,,,,5,,0.7,1.6,-9.8
NGC 6883,20 11 19,+35 49 54,73.278,1.175,,,,,B3,,35,,,-2.89,-6.53
NGC 6885,20 11 58,+26 29 00,65.53,-4.074,597,9.13,0.08,9.16,B5,-42.4,10,,,-2.64,-4.3
NGC 6895,20 16 29,+50 13 48,85.887,8.281,,,,,,,30,,,,
NGC 6904,20 21 48,+25 44 24,66.135,-6.311,,,,,,,8,,,,
NGC 6910,20 23 12,+40 46 42,78.683,2.013,1139,13.29,0.971,7.127,O8,40,10,,-30,-2.1,-5.24
NGC 6913,20 23 57,+38 30 30,76.905,0.594,1148,12.61,0.744,7.111,B0,11.9,10,,-34,-4.4,-5.22
NGC 6938,20 34 42,+22 12 54,64.91,-10.743,,,,,,,7,,,,
NGC 6939,20 31 30,+60 39 42,95.903,12.304,1185,11.36,0.32,9.346,B8,252.5,10,0.02,-42,,
NGC 6940,20 34 26,+28 17 00,69.86,-7.147,770,10.1,0.214,8.858,B8,-95.8,25,0.01,7.7,-1.88,-8.6
NGC 6950,20 41 04,+16 37 06,61.107,-15.198,,,,,,,15,,,,
NGC 6980,20 52 48,-05 50 12,42.105,-29.578,,,,,,,10,,,,
NGC 6989,20 54 06,+45 14 24,85.654,0.238,,,,,,,10,,,,
NGC 6991,20 54 32,+47 27 00,87.39,1.6,700,9.23,0,9.11,,19.5,50.4,,-6,7,9.26
NGC 6994,20 58 55,-12 38 00,35.714,-33.935,620,9.18,0.07,9.4,,-346.1,9,,,,
NGC 6997,20 56 40,+44 38 30,85.491,-0.495,620,10.64,0.54,8,,-5.4,8,,,,
NGC 7005,21 01 57,-12 52 50,35.81,-34.711,,,,,,,1.5,,,,
NGC 7011,21 01 49,+47 21 12,88.126,0.607,,,,,,,3,,,,
NGC 7023,21 01 35,+68 10 12,104.06,14.19,,,,,,,5,,,,
NGC 7024,21 06 09,+41 29 18,84.265,-3.877,,,,,,,5,,,,
NGC 7031,21 07 12,+50 52 30,91.336,2.303,900,12.42,0.854,8.138,B5,36.2,14,,,,
NGC 7036,21 10 02,+15 31 00,64.544,-21.443,1000,10.31,0.1,9.5,,-365.6,4,,,,
NGC 7037,21 10 54,+33 45 48,79.133,-9.761,,,,,,,6,,,,
NGC 7039,21 10 48,+45 37 00,87.879,-1.705,951,10.3,0.131,7.82,B5,-28.3,14,,,-0.48,-2.99
NGC 7044,21 13 09,+42 29 42,85.89,-4.15,3161,14.33,0.59,9.279,,-228.8,6,,,,
NGC 7050,21 15 12,+36 10 24,81.533,-8.774,,,,,,,7,,,,
NGC 7055,21 19 30,+57 34 12,97.449,5.597,,,,,,,3,,,,
NGC 7058,21 21 53,+50 49 11,92.9,0.59,400,8.2,0.06,8.35,,4.1,9.6,,,7.33,3.18
NGC 7062,21 23 27,+46 22 42,89.959,-2.748,1480,12.25,0.452,8.465,A1,-71,5,,,-2.52,-5.83
NGC 7063,21 24 21,+36 29 12,83.058,-9.883,689,9.47,0.091,7.977,B8,-118.3,9,,,0.64,-2.1
NGC 7067,21 24 23,+48 00 36,91.216,-1.695,3600,15.11,0.75,8,B0,-39.4,3,,,,
NGC 7071,21 26 39,+47 55 12,91.426,-2.024,,,,,,,3,,,,
NGC 7082,21 29 17,+47 07 36,91.199,-2.905,1442,11.53,0.237,8.233,,-73.1,25,-0.01,,-0.71,-4.27
NGC 7084,21 32 33,+17 30 30,69.963,-24.302,,,,,,,16,,,,
NGC 7086,21 30 27,+51 36 00,94.407,0.22,1298,13.07,0.807,8.142,A5,5,12,,-5.6,0.98,0.22
NGC 7092,21 31 48,+48 26 00,92.403,-2.242,326,7.61,0.013,8.445,A0,-12.8,29,,-7.5,-7.9,-20.1
NGC 7093,21 34 21,+45 57 54,91.043,-4.348,,,,,,,9,,,,
NGC 7127,21 43 41,+54 37 48,97.907,1.15,,,,,,,5,,,,
NGC 7128,21 43 57,+53 42 54,97.342,0.429,2307,14.97,1.018,7.254,B2,17.3,4,,-48,,
NGC 7129,21 42 59,+66 06 48,105.404,9.885,,,,,,,7,,,,
NGC 7134,21 48 55,-12 58 24,41.98,-45.141,,,,,,,1,,,,
NGC 7142,21 45 09,+65 46 30,105.347,9.485,1686,12.36,0.397,9.276,F3,277.8,12,0.04,,,
NGC 7160,21 53 40,+62 36 12,104.012,6.457,789,10.65,0.375,7.278,B1,88.7,5,,-20,-1.57,-1.6
NGC 7175,21 58 46,+54 49 06,99.717,-0.075,,,,,,,29,,,,
NGC 7193,22 03 03,+10 48 06,70.094,-34.279,,,,,,,13,,,,
NGC 7209,22 05 07,+46 29 00,95.496,-7.339,1168,10.86,0.168,8.617,B9,-149.2,14,,,1.53,1.3
NGC 7226,22 10 26,+55 23 54,101.405,-0.596,2616,13.75,0.536,8.436,,-27.2,2,,,,
NGC 7235,22 12 25,+57 16 12,102.701,0.782,2823,15.15,0.934,7.072,B0,38.5,5,,-52,-4.03,-2.11
NGC 7243,22 15 08,+49 53 54,98.857,-5.524,808,10.22,0.22,8.058,B7,-77.8,29,,-16,-0.46,-1.2
NGC 7245,22 15 11,+54 20 36,101.368,-1.852,2106,13.08,0.473,8.246,,-68.1,5,,,,
NGC 7261,22 20 11,+58 07 18,104.037,0.91,1681,14.13,0.969,7.67,B2,26.7,5,,,,
NGC 7281,22 25 19,+57 49 11,104.44,0.29,1620,12.6,0.5,7.86,,8.2,24,,,-0.46,-2.41
NGC 7296,22 28 02,+52 19 00,101.882,-4.595,2390,12.8,0.15,8,,-191.5,4,,,,
NGC 7352,22 39 43,+57 23 42,105.896,-1.054,,,,,,,5,,,,
NGC 7380,22 47 21,+58 07 54,107.141,-0.884,2222,13.6,0.602,7.077,O6,-34.3,20,,-39,-1.74,-2.52
NGC 7394,22 50 23,+52 08 06,104.794,-6.422,,,,,,,9,,,,
NGC 7419,22 54 20,+60 48 54,109.134,1.12,1382,16.37,1.828,7.283,,27,5,,,,
NGC 7429,22 56 00,+59 58 24,108.955,0.272,,,,,,,14,,,,
NGC 7438,22 57 21,+54 20 24,106.7,-4.9,600,10.13,0.4,8.93,,-51.3,27.6,,,1.53,-1.18
NGC 7510,23 11 03,+60 34 12,110.903,0.064,2075,14.24,0.855,7.578,O9,2.3,6,,,,
NGC 7654,23 24 48,+61 35 36,112.819,0.434,1421,12.77,0.646,7.764,B6,10.8,15,,-35.5,-0.56,0.9
NGC 7686,23 30 07,+49 08 00,109.513,-11.608,,,,,A0,,14,,,,
NGC 7708,23 35 01,+72 50 00,117.399,10.788,,,,,,,23,,,,
NGC 7762,23 50 01,+68 02 18,117.219,5.851,744,11.56,0.71,8.425,,75.8,14,,,,
NGC 7772,23 51 46,+16 14 48,102.74,-44.273,1500,10.97,0.03,9.17,,-1047.1,3,,,,
NGC 7788,23 56 45,+61 23 54,116.434,-0.782,2374,12.75,0.283,7.593,B4,-32.4,4,,,-3.07,-1.71
NGC 7789,23 57 24,+56 42 30,115.532,-5.385,2337,12.52,0.217,9.235,B9,-219.3,25,-0.08,-64,,
NGC 7790,23 58 24,+61 12 30,116.589,-1.008,2944,13.99,0.531,7.749,B4,-51.8,5,,-78,-0.73,-2.14
NGC 7795,23 58 37,+60 02 06,116.376,-2.163,,,,,,,21,,,,
NGC 7801,00 00 21,+50 44 30,114.73,-11.315,,,,,,,8,,,,
NGC 7826,00 05 17,-20 41 30,61.875,-77.653,,,,,,,20,,,,
NGC 7833,00 06 31,+27 38 30,110.895,-34.178,,,,,,,1.3,,,,
NGC 886,02 23 27,+63 46 12,132.89,2.69,1700,12.39,0.4,8.48,,79.8,18,,,1.24,1.56
Pfleiderer 1,01 08 05,+65 38 48,124.649,2.83,,,,,,,1.5,,,,
Pfleiderer 2,17 58 39,-05 04 18,22.282,9.327,,,,,,,2,,,,
Pfleiderer 3,23 08 11,+60 52 24,110.695,0.479,,,,,,,4,,,,
Pfleiderer 4,23 50 53,+62 19 24,115.965,0.274,,,,,,,1.3,,,,
Pismis 1,08 18 18,-37 06 00,255.112,-0.711,5907,15.65,0.578,7.928,,-73.3,3,,,,
Pismis 10,09 02 36,-43 38 00,265.429,1.96,,,,,,,2,,,,
Pismis 11,09 15 53,-50 01 00,271.657,-0.708,2800,16.11,1.25,7.34,,-34.6,2,,,,
Pismis 12,09 20 00,-45 07 00,268.64,3.216,,,,,,,5,,,,
Pismis 14,09 29 51,-52 47 00,275.15,-1.145,,,,,,,1.5,,,,
Pismis 15,09 34 45,-48 02 00,272.493,2.869,4690,14,0.53,9.1,,234.7,5,,,,
Pismis 16,09 51 16,-53 10 00,277.829,0.689,1824,13.03,0.557,7.839,,21.9,2,,11,,
Pismis 17,11 01 06,-59 49 00,289.469,0.139,3504,14.18,0.471,7.023,,8.5,6,,,,
Pismis 18,13 36 55,-62 05 36,308.226,0.31,2240,13.3,0.5,9.08,,12.1,4,,,,
Pismis 19,14 30 40,-60 53 00,314.712,-0.302,2400,16.4,1.45,9,,-12.7,3,,,,
Pismis 2,08 17 54,-41 40 00,258.851,-3.338,3310,12.75,0.05,9.06,,-192.7,4,,,,
Pismis 20,15 15 23,-59 04 00,320.517,-1.2,2018,15.18,1.179,6.864,O9,-42.3,4,,-49,,
Pismis 21,15 16 49,-59 40 00,320.357,-1.807,,,1.5,7.9,,,4,,,,
Pismis 22,16 14 09,-51 52 00,331.468,-0.597,1000,16.2,2,7.6,,-10.4,4,,,,
Pismis 23,16 23 48,-48 55 00,334.668,0.429,2600,18.27,2,8.48,,19.5,1,,,,
Pismis 24,17 25 32,-34 25 00,353.161,0.892,1995,16.83,1.72,7,,31.1,5,,,,
Pismis 27,06 10 54,+20 36 00,190.085,0.793,,,,,,,5,,,,
Pismis 3,08 31 22,-38 39 00,257.865,0.502,1394,14.75,1.3,9.027,,12.2,5,,,,
Pismis 4,08 34 36,-44 25 00,262.863,-2.439,593,8.91,0.013,7.533,,-25.2,25,,,-6.9,5.4
Pismis 5,08 37 38,-39 35 00,259.34,0.918,869,11,0.421,7.197,,13.9,2,,,,
Pismis 7,08 41 08,-38 42 00,259.052,1.994,4900,15.59,0.69,8.7,,-200,3,,,,
Pismis 8,08 41 36,-46 16 00,265.082,-2.579,1312,12.78,0.706,7.427,,-59,3,,,,
Pismis-Moreno 1,22 18 46,+63 16 12,106.72,5.31,900,11.32,0.5,7.55,,83.3,19.2,,-23.25,0.31,-0.39
Platais 1,21 30 02,+48 58 36,92.561,-1.646,1268,11.62,0.357,8.244,,-36.4,10,,,-3.73,-3.97
Platais 10,13 41 41,-59 12 35,309.33,3.04,246,7.2,0.08,8.2,,13,240,,-8,-29.1,-10.73
Platais 11,13 47 57,-66 01 12,308.638,-3.776,232,6.83,,8.3,,-15.3,180,,,-13.22,-8.71
Platais 12,13 52 30,-63 22 11,309.71,-1.3,435,8.5,0.1,8.23,,-9.9,150,,-11.99,-8.05,-4.62
Platais 2,01 13 01,+32 04 48,128.23,-30.57,201,6.67,0.05,8.54,,-102.2,204,,0.1,13.21,-9.98
Platais 3,04 35 24,+71 34 48,138.74,15.98,200,6.82,0.1,8.7,,55.1,300,,7,3.3,-20.5
Platais 4,05 06 53,+22 22 12,180.65,-10.9,276,7.98,0.25,8.24,,-52.2,150,,13.8,2.36,-6.33
Platais 5,06 09 36,-22 09 06,228.801,-18.758,272,7.17,,7.78,,-87.5,300,,,-6.32,7.27
Platais 6,06 15 25,+03 55 12,205.3,-6.19,348,7.71,0,7.79,,-37.5,188.4,,26,-4.45,-4.27
Platais 8,09 07 48,-59 08 23,277.54,-7.79,150,5.88,0,7.75,,-20.3,360,,17.32,-15.83,14.8
Platais 9,09 14 09,-44 08 23,267.21,3.15,200,6.51,0,8.09,,11,396,,17.83,-24.53,12.01
Roslund 1,19 45 00,+17 31 12,54.6,-3.39,670,9.28,0.05,8.47,,-39.6,18,,,1.18,-7.08
Roslund 2,19 45 25,+23 55 12,60.19,-0.28,2000,14.3,0.9,6.89,,-9.8,27.6,,-5,-1.88,-4.24
Roslund 3,19 58 42,+20 29 00,58.811,-4.682,1467,11.91,0.348,8.036,,-119.7,5,,-4.7,-1.61,-5.28
Roslund 4,20 04 54,+29 13 00,66.984,-1.27,2510,15.07,0.991,7.447,,-55.6,5,,,-1.69,-5.2
Roslund 5,20 10 00,+33 46 00,71.4,0.273,389,8.25,0.098,7.832,,1.9,50,,,2.32,-1.5
Roslund 6,20 28 47,+39 15 35,78.06,0.26,450,8.45,0.06,8.47,,2,32.4,,,5.82,2.03
Roslund 7,20 52 22,+37 54 00,79.8,-4.22,700,9.85,0.2,8.67,,-51.5,51.6,,,1.2,0.42
Ruprecht 1,06 36 25,-14 10 48,223.99,-9.69,1100,10.67,0.15,8.76,,-185.1,30,,,2.2,0.1
Ruprecht 10,07 06 25,-20 05 00,232.553,-5.854,2900,13.49,0.38,9.04,295.8,,4,,,,
Ruprecht 100,12 05 53,-62 37 00,297.721,-0.207,,,,,,,6,,,,
Ruprecht 101,12 09 38,-62 59 00,298.205,-0.496,,,,,,,14,,,,
Ruprecht 102,12 13 33,-62 43 00,298.606,-0.164,,,,,,,2,,,,
Ruprecht 103,12 16 57,-58 25 00,298.417,4.152,,,,,,,3,,,,
Ruprecht 104,12 24 53,-60 26 00,299.659,2.27,,,,,,,4,,,,
Ruprecht 105,12 34 15,-61 34 11,300.88,1.24,950,10.04,0.05,9.01,,20.6,16.8,,,-7.62,-0.61
Ruprecht 107,13 19 46,-64 57 00,305.927,-2.243,1442,12.21,0.458,7.478,,-56.4,3,,,,
Ruprecht 108,13 32 11,-58 28 00,308.252,3.984,901,10.2,0.136,8.424,,62.6,10,,,-10.06,-3.25
Ruprecht 11,07 07 21,-20 48 00,233.267,-5.981,,,,,,,5,,,,
Ruprecht 110,14 05 27,-67 28 12,309.95,-5.61,1300,10.57,0,8.74,,-127.1,27.6,,,-12.35,-4.21
Ruprecht 111,14 35 54,-59 58 00,315.66,0.298,,,,,,,7,,,,
Ruprecht 112,14 56 50,-62 33 00,316.829,-3.111,,,,,,,10,,,,
Ruprecht 113,15 57 28,-59 29 24,324.62,-4.69,810,10.01,0.15,8.23,,-66.2,54,,,-3.04,-2.1
Ruprecht 114,16 06 20,-56 52 00,327.234,-3.493,,,,,,,14,,,,
Ruprecht 115,16 12 52,-52 24 00,330.959,-0.849,2160,13.69,0.65,8.78,,-32,5,,,,
Ruprecht 116,16 23 20,-52 00 00,332.38,-1.68,900,10.08,0.1,8.95,,-26.4,12,,,-2.1,-4.86
Ruprecht 117,16 23 32,-51 53 00,332.491,-1.623,,,,,,,10,,,,
Ruprecht 118,16 24 36,-51 58 00,332.547,-1.798,1343,11.91,0.41,8.11,,-42.1,3,,,,
Ruprecht 119,16 28 15,-51 30 00,333.276,-1.879,956,11.67,0.57,6.853,,-31.3,8,,,-1.15,-1.8
Ruprecht 12,07 07 19,-28 13 11,239.97,-9.29,900,9.93,0.05,7.56,,-145.3,20.4,,,-3.77,1.34
Ruprecht 120,16 35 10,-48 17 00,336.385,-0.493,2000,13.68,0.7,8.18,,-17.2,3,,,,
Ruprecht 121,16 41 42,-46 09 00,338.714,0.106,,,,,,,8,,,,
Ruprecht 123,17 23 26,-37 54 00,349.963,-0.975,,,,,,,12,,,,
Ruprecht 124,17 27 57,-40 43 00,348.115,-3.274,,,,,,,2,,,,
Ruprecht 125,17 29 38,-40 28 12,348.49,-3.4,1500,11.19,0.1,8.77,,-89,20.4,,,-1.46,-3.56
Ruprecht 126,17 35 01,-34 16 00,354.285,-0.917,,,,,,,5,,,,
Ruprecht 127,17 37 51,-36 18 00,352.88,-2.498,1466,13.9,0.99,7.351,,-63.9,5,,-29.9,,
Ruprecht 128,17 44 18,-34 53 00,354.778,-2.864,,,,,,,5,,,,
Ruprecht 129,17 47 18,-29 37 00,359.609,-0.667,,,,,,,4,,,,
Ruprecht 13,07 08 03,-25 52 00,237.906,-8.102,,,,,,,5,,,,
Ruprecht 130,17 47 32,-30 06 00,359.221,-0.96,2100,15.33,1.2,7.7,,-35.2,3,,,,
Ruprecht 131,17 49 15,-29 15 00,0.14,-0.84,600,9.2,0.1,9.17,,-8.8,13.2,,,-0.4,-2.41
Ruprecht 133,17 52 29,-28 40 00,1.005,-1.15,,,,,,,5,,,,
Ruprecht 134,17 52 43,-29 33 00,0.27,-1.643,3400,14.21,0.5,9,,-97.5,5,,,,
Ruprecht 135,17 58 12,-11 39 00,16.421,6.234,1850,14.75,1.1,8.7,,200.9,4,,,,
Ruprecht 136,17 59 18,-24 42 00,5.199,-0.469,,,,,,,3,,,,
Ruprecht 137,18 00 17,-25 14 00,4.848,-0.927,1450,12.88,0.67,8.9,,-23.5,5,,,,
Ruprecht 138,17 59 54,-24 41 00,5.282,-0.579,930,10.4,0.18,9.3,,-9.4,6,,,,
Ruprecht 139,18 01 01,-23 31 48,6.41,-0.22,550,9.17,0.15,9.05,,-2.1,15.6,,,-1.1,-2.19
Ruprecht 14,07 14 55,-31 22 00,243.569,-9.185,,,,,,,3,,,,
Ruprecht 140,18 21 51,-33 13 00,0.035,-8.855,2950,13.5,0.37,7.5,,-454.1,6,,,,
Ruprecht 141,18 31 19,-12 19 11,19.69,-1.2,5500,15.47,0.57,6.92,,-115.2,13.2,,30.7,0.57,-2.68
Ruprecht 142,18 32 12,-12 14 00,19.87,-1.358,1735,14.02,0.91,8.6,,-41.1,6,,,,
Ruprecht 143,18 32 36,-12 08 00,20.004,-1.399,,,,,,,5,,,,
Ruprecht 144,18 33 34,-11 25 00,20.749,-1.278,,,0.32,8.18,,,5,,,,
Ruprecht 145,18 50 34,-18 13 11,16.51,-8.01,770,10.21,0.25,8.64,,-107.3,44.4,,,6.43,-4.51
Ruprecht 146,18 52 31,-21 05 00,14.104,-9.668,,,,,,,4,,,,
Ruprecht 147,19 16 40,-16 17 59,20.99,-12.81,175,6.68,0.15,9.39,,-38.8,147.6,,41,-0.56,-27.74
Ruprecht 148,04 46 30,+44 44 00,160.336,-0.396,3028,14.58,0.702,7.724,,-20.9,4,,,,
Ruprecht 149,06 52 30,-23 40 00,234.346,-10.327,,,,,,,5,,,,
Ruprecht 15,07 19 33,-19 38 00,233.544,-2.903,,,,,,,2,,,,
Ruprecht 150,07 05 55,-28 25 00,240.015,-9.647,,,,,,,2,,,,
Ruprecht 151,07 41 16,-16 17 24,233.09,3.23,2100,12.23,0.2,8.49,,118.3,24,,,-4.3,2.1
Ruprecht 152,07 54 30,-38 14 00,253.54,-5.293,,,,,,,3,,,,
Ruprecht 153,08 00 19,-30 17 00,247.36,-0.139,,,,,,,3,,,,
Ruprecht 154,08 01 46,-44 25 00,259.581,-7.302,,,,,,,3,,,,
Ruprecht 155,08 05 05,-31 49 00,249.201,-0.088,,,,,,,3,,,,
Ruprecht 156,08 19 29,-45 21 00,262.073,-5.162,,,,,,,0.3,,,,
Ruprecht 157,08 29 49,-19 06 00,241.639,11.585,,,,,,,6,,,,
Ruprecht 158,08 52 27,-37 34 00,259.558,4.44,4168,13.84,0.24,9.2,,322.7,2,,,,
Ruprecht 159,09 20 18,-60 24 00,279.556,-7.504,,,,,,,2,,,,
Ruprecht 16,07 23 10,-19 28 00,233.796,-2.072,,,,,,,4,,,,
Ruprecht 160,09 56 22,-47 02 00,274.634,5.992,,,,,,,2,,,,
Ruprecht 161,10 08 45,-61 17 24,284.63,-4.34,940,10.15,0.09,8.39,,-71.1,36,,,-8.2,3.04
Ruprecht 162,10 52 54,-62 19 00,289.638,-2.545,,,,,,,5,,,,
Ruprecht 163,11 04 51,-67 57 00,293.163,-7.123,,,,,,,2,,,,
Ruprecht 164,11 30 50,-60 43 47,293.23,0.62,780,9.8,0.11,9,,8.4,14.4,,,-2.05,6.05
Ruprecht 165,12 28 35,-56 26 00,299.757,6.298,,,,,,,20,,,,
Ruprecht 166,13 25 39,-63 28 00,306.742,-0.848,,,,,,,3,,,,
Ruprecht 167,14 18 10,-58 58 12,313.91,2.04,2000,11.81,0.1,8.57,,71.2,25.2,,,-6.9,-3.88
Ruprecht 168,17 52 46,-28 26 00,1.238,-1.085,820,12.86,1.06,9.3,,-15.5,4,,,,
Ruprecht 169,17 59 23,-24 46 00,5.151,-0.518,1390,12.76,0.66,9,,-12.6,3,,,,
Ruprecht 17,07 23 36,-23 11 00,237.128,-3.731,,,,,,,3,,,,
Ruprecht 170,18 25 12,-10 00 00,21.05,1.2,,,,,,,8,,,,
Ruprecht 171,18 32 12,-16 03 00,16.48,-3.116,1140,10.66,0.12,9.51,,-62,12,,,,
Ruprecht 172,20 11 34,+35 35 59,73.11,1.01,1100,10.83,0.2,8.91,,19.4,19.2,,,-0.42,-3.97
Ruprecht 173,20 41 48,+35 33 00,76.64,-4.029,,,,,,,39,,,,
Ruprecht 174,20 43 30,+37 03 00,78.037,-3.377,,,,,,,8,,,,
Ruprecht 175,20 45 12,+35 30 00,77.028,-4.604,,,,,,,14,,,,
