#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
Ruprecht_145     ,282.636,-18.27,0.33,219,8.329,-4.08,1.651,NN            ,8.91,0.55,9,629,597,176,-87,7744,Cl Ruprecht 145                ,282.636,-18.27
Ruprecht_147     ,289.087,-16.333,0.652,169,-0.939,-26.576,3.25,NN            ,9.48,0.06,7.55,323,294,112,-71,8046,Cl Ruprecht 147                ,289.087,-16.3329
Ruprecht_148     ,71.638,44.711,0.043,40,-0.153,-1.076,0.26,NN            ,7.64,1.84,12.66,3401,-3203,1143,-23,11599,Cl Ruprecht 148                ,71.638,44.711
Ruprecht_151     ,115.315,-16.279,0.113,41,-4.272,3.242,0.867,NN            ,8.65,0.43,10.26,1126,-675,-899,63,9060,Cl Ruprecht 151                ,115.315,-16.279
Ruprecht_16      ,110.798,-19.48,0.071,50,-2.174,2.501,0.304,NN            ,8.43,0.73,12.43,3066,-1809,-2473,-110,10446,Cl Ruprecht 16                 ,110.798,-19.48
Ruprecht_161     ,152.4,-61.259,0.377,76,-10.391,3.742,1.086,NN            ,8.02,0.33,9.78,903,228,-871,-67,8158,Cl Ruprecht 161                ,152.4001,-61.259
Ruprecht_164     ,172.616,-60.752,0.044,125,-6.83,1.321,0.194,NN            ,9.23,0.86,12.96,3916,1542,-3599,39,7691,Cl Ruprecht 164                ,172.6161,-60.752
Ruprecht_167     ,215.15,-58.858,0.179,80,-8.205,-4.838,0.613,NN            ,8.73,1.42,11.09,1652,1152,-1182,58,7284,Cl Ruprecht 167                ,215.1501,-58.858
Ruprecht_170     ,276.335,-9.995,0.071,65,0.452,-0.132,0.463,NN            ,7.77,1.99,11.67,2159,2015,776,44,6372,Cl Ruprecht 170                ,276.335,-9.995
Ruprecht_171     ,278.012,-16.062,0.113,719,7.677,1.091,0.62,NN            ,9.44,0.68,10.91,1522,1458,430,-82,6895,Cl Ruprecht 171                ,278.012,-16.062
Ruprecht_172     ,302.888,35.603,0.041,82,-2.034,-3.668,0.259,NN            ,9.02,1.29,12.76,3562,1034,3408,62,8061,Cl Ruprecht 172                ,302.888,35.603
Ruprecht_174     ,310.856,37.031,0.066,79,-3.154,-4.675,0.398,NN            ,8.68,1.43,11.87,2368,491,2313,-139,8182,Cl Ruprecht 174                ,310.856,37.031
Ruprecht_176     ,243.676,-51.332,0.039,107,-2.644,-2.984,0.335,NN            ,8.08,1.66,12.09,2615,2306,-1231,-12,6157,Cl Ruprecht 176                ,243.676,-51.332
Ruprecht_18      ,111.16,-26.213,0.085,198,-0.487,1.127,0.364,NN            ,8.11,1.43,12.12,2655,-1326,-2289,-228,9933,Cl Ruprecht 18                 ,111.16,-26.213
Ruprecht_19      ,111.48,-21.844,0.134,38,-2.605,3.841,0.679,NN            ,7.86,0.31,10.75,1409,-783,-1170,-64,9198,Cl Ruprecht 19                 ,111.48,-21.844
Ruprecht_23      ,112.665,-23.383,0.086,96,-2.078,1.56,0.341,NN            ,8.61,1.49,12.18,2724,-1439,-2309,-114,10048,Cl Ruprecht 23                 ,112.665,-23.383
Ruprecht_24      ,112.964,-12.785,0.051,7,-0.781,0.462,0.483,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Ruprecht 24                 ,112.964,-12.785
Ruprecht_25      ,114.192,-23.387,0.015,24,-1.101,1.993,0.123,NN            ,8.5,1.44,14.71,8740,-4532,-7471,-179,14883,Cl Ruprecht 25                 ,114.192,-23.387
Ruprecht_26      ,114.271,-15.587,0.187,73,-3.2,0.071,0.923,NN            ,7.5,0.27,10.16,1078,-663,-848,50,9043,Cl Ruprecht 26                 ,114.271,-15.587
Ruprecht_27      ,114.423,-26.516,0.084,117,-1.23,0.428,0.469,NN            ,8.75,0.91,11.57,2063,-980,-1813,-90,9495,Cl Ruprecht 27                 ,114.423,-26.516
Ruprecht_28      ,114.9,-30.933,0.048,110,-2.567,3.854,0.198,NN            ,9.07,0.83,13.14,4240,-1743,-3853,-318,10794,Cl Ruprecht 28                 ,114.9,-30.933
Ruprecht_29      ,115.279,-24.377,0.059,31,-2.138,1.617,0.44,NN            ,8.38,0.37,11.53,2020,-1006,-1751,-27,9509,Cl Ruprecht 29                 ,115.279,-24.377
Ruprecht_32      ,116.3,-25.539,0.043,13,-2.024,3.081,0.181,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Ruprecht 32                 ,116.3,-25.539
Ruprecht_33      ,116.445,-21.915,0.085,50,-1.384,0.058,0.417,NN            ,8.43,0.82,11.87,2370,-1237,-2020,56,9788,Cl Ruprecht 33                 ,116.445,-21.915
Ruprecht_34      ,116.478,-20.386,0.068,43,-2.129,1.044,0.357,NN            ,8.66,0.49,12.01,2525,-1367,-2121,94,9936,Cl Ruprecht 34                 ,116.478,-20.386
Ruprecht_35      ,116.548,-31.278,0.038,35,-2.256,3.136,0.243,NN            ,7.74,1.49,12.99,3970,-1570,-3639,-225,10557,Cl Ruprecht 35                 ,116.548,-31.278
Ruprecht_36      ,117.096,-26.287,0.045,60,-2.768,0.903,0.34,NN            ,7.75,0.63,12.16,2706,-1246,-2402,-15,9883,Cl Ruprecht 36                 ,117.096,-26.287
Ruprecht_37      ,117.452,-17.249,0.026,75,-1.7,2.417,0.195,NN            ,9.35,0.3,13.28,4526,-2591,-3693,357,11539,Cl Ruprecht 37                 ,117.452,-17.249
Ruprecht_4       ,102.248,-10.524,0.037,50,-0.197,0.096,0.214,NN            ,8.93,1.24,13.06,4087,-3022,-2726,-378,11684,Cl Ruprecht 4                  ,102.248,-10.524
Ruprecht_41      ,118.443,-26.992,0.064,39,-2.593,3.554,0.195,NN            ,8.16,0.98,13.18,4322,-1907,-3878,26,10957,Cl Ruprecht 41                 ,118.443,-26.992
Ruprecht_42      ,119.407,-25.92,0.03,45,-1.911,2.191,0.121,NN            ,8.53,0.96,14.08,6560,-2943,-5860,188,12714,Cl Ruprecht 42                 ,119.407,-25.92
Ruprecht_43      ,119.697,-28.805,0.032,1,-2.23,3.041,0.105,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Ruprecht 43                 ,119.697,-28.805
Ruprecht_44      ,119.708,-28.558,0.038,57,-2.381,2.935,0.152,NN            ,7.16,1.64,13.8,5753,-2365,-5244,49,11921,Cl Ruprecht 44                 ,119.708,-28.558
Ruprecht_45      ,119.894,-16.292,0.071,105,-2.712,2.817,0.192,NN            ,9.5,0.2,13.03,4043,-2283,-3299,494,11124,Cl Ruprecht 45                 ,119.894,-16.292
Ruprecht_47      ,120.57,-31.074,0.042,52,-2.5,2.727,0.234,NN            ,7.47,0.93,12.85,3720,-1378,-3455,-12,10314,Cl Ruprecht 47                 ,120.57,-31.074
Ruprecht_48      ,120.681,-32.045,0.023,61,-2.517,2.827,0.235,NN            ,8.05,0.92,12.98,3945,-1405,-3686,-43,10419,Cl Ruprecht 48                 ,120.681,-32.045
Ruprecht_50      ,120.872,-30.873,0.038,37,-1.726,2.352,0.414,NN            ,8.66,0.61,11.67,2157,-800,-2003,4,9357,Cl Ruprecht 50                 ,120.872,-30.873
Ruprecht_54      ,122.844,-31.947,0.036,66,-2.66,3.124,0.193,NN            ,8.44,0.99,13.43,4858,-1658,-4565,81,10991,Cl Ruprecht 54                 ,122.844,-31.947
Ruprecht_58      ,123.71,-31.938,0.046,129,-2.68,1.388,0.266,NN            ,8.52,0.8,12.54,3218,-1077,-3031,88,9893,Cl Ruprecht 58                 ,123.71,-31.938
Ruprecht_60      ,126.105,-47.207,0.04,109,-3.788,5.401,0.186,NN            ,8.99,1.05,13.18,4322,-442,-4279,-414,9769,Cl Ruprecht 60                 ,126.105,-47.207
Ruprecht_61      ,126.327,-34.135,0.03,17,-2.556,3.866,0.271,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Ruprecht 61                 ,126.327,-34.135
Ruprecht_63      ,128.169,-48.304,0.063,84,-2.541,3.229,0.216,NN            ,8.76,1.21,13.02,4009,-292,-3983,-350,9507,Cl Ruprecht 63                 ,128.169,-48.304
Ruprecht_65      ,129.838,-44.041,0.09,33,-4.746,4.245,0.412,NN            ,7.36,1.71,11.91,2405,-289,-2387,-64,8953,Cl Ruprecht 65                 ,129.838,-44.041
Ruprecht_66      ,130.142,-38.071,0.041,106,-3.115,3.085,0.222,NN            ,9.15,1.54,12.82,3659,-729,-3583,146,9751,Cl Ruprecht 66                 ,130.142,-38.071
Ruprecht_67      ,130.464,-43.363,0.058,53,-4.42,3.646,0.624,NN            ,8.63,1.26,11.03,1607,-200,-1594,-21,8688,Cl Ruprecht 67                 ,130.464,-43.363
Ruprecht_68      ,131.147,-35.9,0.074,329,-2.619,5.61,0.301,NN            ,9.26,1.09,12.41,3040,-668,-2957,225,9481,Cl Ruprecht 68                 ,131.147,-35.9
Ruprecht_71      ,132.316,-46.875,0.059,39,-5.22,4.642,0.486,NN            ,7.33,0.93,11.33,1844,-116,-1839,-61,8654,Cl Ruprecht 71                 ,132.316,-46.875
Ruprecht_75      ,140.486,-56.314,0.022,39,-6.118,4.995,0.202,NN            ,9.23,0.39,12.98,3938,464,-3898,-307,8788,Cl Ruprecht 75                 ,140.486,-56.314
Ruprecht_76      ,141.077,-51.651,0.057,37,-6.571,3.601,0.466,NN            ,8.49,1.12,11.44,1940,126,-1935,-31,8438,Cl Ruprecht 76                 ,141.077,-51.651
Ruprecht_77      ,141.821,-55.119,0.045,17,-6.286,4.84,0.242,NN            ,7.09,1.92,13.07,4108,463,-4076,-221,8868,Cl Ruprecht 77                 ,141.821,-55.119
Ruprecht_78      ,142.282,-53.696,0.036,74,-3.892,3.252,0.097,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Ruprecht 78                 ,142.282,-53.696
Ruprecht_79      ,145.259,-53.846,0.052,147,-4.631,2.995,0.221,NN            ,7.79,1.98,12.9,3806,470,-3777,-53,8728,Cl Ruprecht 79                 ,145.259,-53.846
Ruprecht_8       ,105.424,-13.539,0.147,46,-1.02,-1.424,0.444,NN            ,8.6,1.03,11.76,2251,-1555,-1619,-153,10027,Cl Ruprecht 8                  ,105.424,-13.539
Ruprecht_82      ,146.421,-54.004,0.063,93,-6.443,4.348,0.43,NN            ,8.66,0.95,11.71,2201,295,-2180,-18,8334,Cl Ruprecht 82                 ,146.421,-54.004
Ruprecht_83      ,147.307,-54.611,0.03,73,-4.639,2.897,0.217,NN            ,8.05,2.38,12.84,3706,548,-3665,-40,8610,Cl Ruprecht 83                 ,147.307,-54.611
Ruprecht_84      ,147.281,-65.259,0.06,63,-6.963,3.997,0.491,NN            ,8.54,0.45,11.19,1732,452,-1651,-265,8058,Cl Ruprecht 84                 ,147.2811,-65.259
Ruprecht_85      ,150.36,-55.109,0.034,108,-4.443,3.241,0.169,NN            ,8.31,2.61,13.41,4803,850,-4727,6,8856,Cl Ruprecht 85                 ,150.36,-55.109
Ruprecht_91      ,161.964,-57.483,0.23,193,-11.179,2.421,0.927,NN            ,8.14,0.19,10.15,1070,311,-1023,27,8093,Cl Ruprecht 91                 ,161.9641,-57.483
Ruprecht_93      ,166.037,-61.372,0.074,79,-6.411,3.104,0.436,NN            ,8.39,0.7,11.66,2150,750,-2014,-42,7851,Cl Ruprecht 93                 ,166.0371,-61.372
Ruprecht_94      ,172.772,-63.426,0.213,47,-6.378,0.769,0.369,NN            ,7.39,0.82,11.76,2244,915,-2047,-76,7701,Cl Ruprecht 94                 ,172.7721,-63.426
Ruprecht_96      ,177.67,-62.14,0.049,73,-5.491,0.806,0.27,NN            ,7.67,1.39,12.58,3280,1432,-2951,-5,7511,Cl Ruprecht 96                 ,177.6701,-62.14
Ruprecht_97      ,179.369,-62.708,0.03,23,-6.486,0.435,0.199,manual        ,8.25,1.4,12.95,3890,1753,-3472,-32,7445,Cl Ruprecht 97                 ,179.3691,-62.708
Ruprecht_98      ,179.715,-64.581,0.835,110,-4.114,-8.632,2.044,NN            ,8.69,0.36,8.52,506,232,-449,-20,8119,Cl Ruprecht 98                 ,179.715,-64.581
SAI_108          ,144.729,-52.947,0.049,34,-4.931,3.681,0.258,NN            ,8.08,1.55,12.79,3606,393,-3584,-21,8717,SAI 108                        ,144.729,-52.947
SAI_109          ,145.902,-50.797,0.044,65,-4.378,3.825,0.095,NN            ,9.02,1.78,14.27,7159,674,-7124,219,10465,SAI 109                        ,145.902,-50.797
SAI_113          ,155.685,-59.51,0.031,63,-5.76,2.975,0.179,NN            ,6.95,2.84,13.6,5241,1361,-5058,-173,8618,SAI 113                        ,155.685,-59.51
SAI_116          ,177.324,-62.226,0.048,135,-7.729,1.339,0.206,NN            ,8.1,2.14,13.08,4130,1795,-3719,-16,7528,SAI 116                        ,177.3241,-62.226
SAI_118          ,205.811,-63.146,0.088,108,-4.401,-2.335,0.514,NN            ,7.5,0.93,11.31,1829,1144,-1426,-27,7335,SAI 118                        ,205.811,-63.146
SAI_132          ,299.248,31.609,0.07,132,-2.378,-4.135,0.277,manual        ,8.9,2.3,12.47,3118,1162,2893,78,7739,SAI 132                        ,299.248,31.609
SAI_14           ,21.504,62.624,0.036,41,-1.886,-1.058,0.23,NN            ,9.13,2.68,13.01,3999,-2401,3198,1,11207,SAI 14                         ,21.504,62.624
SAI_149          ,354.506,60.541,0.043,23,-3.901,-1.633,0.304,NN            ,8.45,2.92,12.67,3426,-1394,3128,-63,10225,SAI 149                        ,354.506,60.541
SAI_16           ,31.366,62.265,0.06,24,-0.725,-0.305,0.157,NN            ,9,2.68,13.45,4893,-3237,3668,52,12144,SAI 16                         ,31.366,62.265
SAI_17           ,35.218,59.188,0.026,26,-0.123,-0.682,0.148,NN            ,9.07,2.49,13.91,6065,-4224,4348,-181,13295,SAI 17                         ,35.218,59.188
SAI_24           ,44.816,60.566,0.111,84,-0.201,0.114,0.446,NN            ,6.84,1.85,11.76,2248,-1670,1503,58,10123,SAI 24                         ,44.816,60.566
SAI_25           ,45.109,57.307,0.115,23,0.608,-1.205,0.372,NN            ,6.2,4.24,12.12,2651,-2021,1714,-60,10502,SAI 25                         ,45.109,57.307
SAI_4            ,5.895,62.712,0.049,43,-3.095,-0.551,0.314,NN            ,8.02,1.52,12.54,3226,-1600,2801,0,10327,SAI 4                          ,5.895,62.712
SAI_47           ,81,42.315,0.021,12,0.092,-0.335,0.188,NN            ,7.8,1.4,13.35,4683,-4542,1101,290,12929,SAI 47                         ,81,42.315
SAI_72           ,103.973,0.232,0.035,6,-0.325,0.065,0.242,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,SAI 72                         ,103.973,0.232
SAI_81           ,118.036,-28.12,0.056,62,-2.003,2.944,0.21,NN            ,8.21,1.53,13.34,4646,-1994,-4196,-43,11153,SAI 81                         ,118.036,-28.12
SAI_86           ,122.055,-36.606,0.038,78,-3.111,2.931,0.219,NN            ,8.75,1.72,12.8,3630,-1025,-3480,-134,9990,SAI 86                         ,122.055,-36.606
SAI_91           ,129.243,-50.045,0.049,62,-4.085,4.229,0.251,NN            ,8.72,1.18,12.68,3434,-141,-3415,-328,9143,SAI 91                         ,129.243,-50.045
SAI_94           ,131.171,-46.292,0.045,52,-4.254,4.479,0.204,NN            ,9.17,1.67,13.31,4592,-365,-4574,-174,9834,SAI 94                         ,131.171,-46.292
Saurer_2         ,126.366,-39.64,0.026,40,-2.969,4.567,0.109,NN            ,9.21,3.72,14.04,6433,-1337,-6292,-112,11543,Cl Saurer 2                    ,126.366,-39.64
Schuster_1       ,151.159,-55.857,0.024,17,-5.102,3.768,0.139,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,[KPS2012] MWSC 1756            ,151.159,-55.857
Sher_1           ,165.262,-60.233,0.013,35,-5.412,2.408,0.11,NN            ,7.12,3.35,13.91,6066,2038,-5713,-25,8506,Cl Sher 1                      ,165.262,-60.233
Shorlin_1        ,166.443,-61.231,0.014,2,-5.869,2.189,0.083,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Name Shorlin 1                 ,166.4431,-61.231
Sigma_Ori        ,84.716,-2.582,0.175,114,1.577,-0.512,2.48,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,NAME sigma Orionis Open Cluster,84.716,-2.582
Skiff_J0058+68.4 ,14.604,68.458,0.172,316,-2.063,0.366,0.319,NN            ,9.15,1.77,11.97,2476,-1363,2053,241,9918,Name Skiff J0058+68.4          ,14.604,68.458
Skiff_J0458+43.0 ,74.547,43.036,0.067,16,0.595,-1.109,0.382,NN            ,8.53,0.91,12.11,2643,-2527,773,7,10894,Name Skiff J0458+43.0          ,74.547,43.036
Skiff_J0507+30.8 ,76.78,30.846,0.075,75,0.777,-0.692,0.171,NN            ,9.39,0.98,13.92,6088,-6020,658,-621,14375,Name Skiff J0507+30.8          ,76.78,30.846
Skiff_J0614+12.9 ,93.691,12.87,0.026,47,0.915,-1.956,0.249,NN            ,8.48,1.31,12.72,3500,-3339,-1040,-128,11725,Name Skiff J0614+12.9          ,93.691,12.87
Skiff_J0619+18.5 ,94.829,18.546,0.157,11,-0.529,-1.284,0.644,NN            ,7.92,0.41,10.88,1502,-1464,-333,40,9810,Name Skiff J0619+18.5          ,94.829,18.546
Skiff_J1942+38.6 ,295.611,38.645,0.043,55,-3.131,-5.898,0.372,NN            ,9.17,0.28,11.88,2378,700,2251,312,7964,Name Skiff J1942+38.6          ,295.611,38.645
Skiff_J2330+60.2 ,352.553,60.257,0.021,26,-3.484,-1.879,0.278,NN            ,7.31,3.75,12.34,2942,-1150,2707,-53,9868,[KPS2012] MWSC 3735            ,352.553,60.257
Stephenson_1     ,283.568,36.899,0.249,83,1.11,-3.01,2.779,NN            ,7.45,0.22,7.68,343,129,304,90,8215,Cl Stephenson 1                ,283.568,36.899
Stock_1          ,294.146,25.163,0.742,173,6.034,0.302,2.447,NN            ,8.62,0.39,8.1,416,206,361,15,8141,Cl Stock 1                     ,294.146,25.163
Stock_10         ,84.808,37.85,0.541,142,-3.114,-0.464,2.759,NN            ,7.91,0.44,7.86,373,-368,53,23,8708,Cl Stock 10                    ,84.808,37.85
Stock_12         ,353.923,52.685,0.403,107,8.527,-1.846,2.261,NN            ,8.05,0.29,8.29,454,-164,418,-67,8514,Cl Stock 12                    ,353.9229,52.685
Stock_14         ,175.925,-62.537,0.081,19,-6.388,0.714,0.385,NN            ,7.56,0.4,11.9,2396,1020,-2168,-28,7633,Cl Stock 14                    ,175.9251,-62.537
Stock_16         ,199.86,-62.622,0.056,23,-6.574,-0.991,0.222,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Stock 16                    ,199.8601,-62.622
Stock_17         ,355.949,62.161,0.016,5,-3.691,-1.525,0.309,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Stock 17                    ,355.949,62.161
Stock_18         ,0.399,64.625,0.057,22,-2.692,-0.587,0.294,NN            ,7.12,1.94,12.28,2860,-1325,2532,113,9991,Cl Stock 18                    ,0.399,64.625
Stock_2          ,33.856,59.522,1.03,1178,15.966,-13.627,2.641,manual        ,8.6,0.5,8.01,399,-274,290,-11,8619,Cl Stock 2                     ,33.8559,59.5221
Stock_20         ,6.318,62.624,0.046,38,-3.237,-1.124,0.342,NN            ,7.28,1.09,12.07,2598,-1296,2251,-4,9896,Cl Stock 20                    ,6.318,62.624
Stock_21         ,7.59,57.922,0.052,57,-2.161,-1.787,0.51,NN            ,8.45,1.21,11.55,2040,-1020,1758,-171,9524,Cl Stock 21                    ,7.59,57.922
Stock_23         ,49.075,60.377,0.754,83,-4.261,-0.865,1.613,NN            ,8.04,0.61,8.98,625,-478,402,25,8827,Cl Stock 23                    ,49.075,60.377
Stock_24         ,9.945,61.967,0.053,77,-1.395,0.037,0.326,NN            ,8.08,1.25,12.36,2961,-1549,2522,-45,10206,Cl Stock 24                    ,9.945,61.967
Stock_4          ,28.039,57.055,0.163,44,-1.115,0.341,0.729,NN            ,7.85,0.56,10.61,1322,-866,992,-111,9260,Cl Stock 4                     ,28.039,57.055
Stock_5          ,31.119,64.365,0.193,101,-0.729,-2.069,1.013,NN            ,8.12,1.21,9.95,975,-636,738,44,9006,Cl Stock 5                     ,31.119,64.365
Stock_7          ,37.431,60.627,0.279,129,-3.496,0.484,1.441,NN            ,7.86,1.46,9.25,708,-498,503,0,8852,Cl Stock 7                     ,37.431,60.627
Stock_8          ,81.956,34.452,0.153,275,0.094,-2.249,0.446,NN            ,7.16,1.17,11.86,2354,-2338,274,-9,10682,Cl Stock 8                     ,81.956,34.452
Teutsch_1        ,84.871,33.347,0.011,29,0.653,-0.767,0.223,NN            ,7.44,1.95,13.63,5318,-5301,411,112,13647,Teutsch 1                      ,84.871,33.347
Teutsch_10       ,86.096,28.828,0.044,67,0.834,-1.892,0.319,NN            ,8.79,1.81,12.69,3450,-3450,2,-17,11790,Teutsch 10                     ,86.096,28.828
Teutsch_103      ,142.145,-46.607,0.032,37,-5.055,3.342,0.356,NN            ,8.56,2.36,12.24,2800,36,-2795,156,8761,Teutsch 103                    ,142.145,-46.607
Teutsch_106      ,164.836,-59.557,0.038,30,-5.909,2.115,0.1,NN            ,9.48,1.74,14.28,7184,2357,-6786,35,9046,Teutsch 106                    ,164.8361,-59.557
Teutsch_11       ,96.352,13.878,0.029,14,0.382,-0.619,0.176,manual        ,9.3,1.4,14,6309,-6012,-1912,72,14479,Teutsch 11                     ,96.352,13.878
Teutsch_12       ,96.428,13.611,0.047,40,-0.704,-0.98,0.234,manual        ,8.92,1.78,12.94,3865,-3677,-1189,40,12076,Teutsch 12                     ,96.428,13.611
