#
# http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=B/ocl/clusters
#
"P","Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType","WEBDA","Lynga","recno","r_pmRA","r_RV"
" ","ESO 236 07       ","21 21 28","-51 48 42","  ",30,2933,0.042,9.75,3.6,0.59,-4.99,0.47,172,"K14","       ","     ","   ","      ","      ","  ","4-3-p-* ","WEBDA","Lynga",1986,"D14",
" ","Teutsch 144      ","21 21 45","+50 37 08","  ",8.4,2280,0.7,8.9,-3.07,0.21,-6.17,0.27,235,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1987,"D14",
" ","NGC 7058         ","21 21 53","+50 49 06","n ",7,404,0.079,8.35,-2.74,0.47,-5.21,0.39,157,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1988,"D14",
" ","FSR 0295         ","21 22 38","+49 52 39","IR",3.2,1230,0.799,8.8,-2.61,0.74,-5.73,0.17,37,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1989,"D14",
"P","NGC 7062         ","21 23 27","+46 22 42","  ",5,1910,0.43,8.85,-2.52,3.13,-5.83,2.6,1,"K14","       ","     ","   ",0.08,0.05,1,"        ","WEBDA","Lynga",1990,"BDW",
" ","FSR 0296         ","21 23 55","+49 55 19","IR",3.1,2400,0.731,8.938,-0.26,0.54,-9.92,0.45,32,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1991,"D14",
"P","NGC 7063         ","21 24 21","+36 29 12","  ",9,689,0.091,7.977,-1.07,0.21,-2.53,0.05,139,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1992,"D14",
"P","NGC 7067         ","21 24 23","+48 00 36","  ",6,3600,0.75,8,-3.69,0.26,-5.6,0.35,116,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1993,"D14",
" ","FSR 0304         ","21 24 31","+51 20 22","IR",8.1,1423,0.729,8.785,-3.74,0.22,-6.97,0.44,88,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1994,"D14",
" ","Berkeley 92      ","21 24 47","+57 32 00","  ",2,8630,0.8,9.5,-2.29,0.57,-1.62,0.57,3,"K14","       ","     ","   ",-0.38,"      ","  ","3-1-p-* ","WEBDA","Lynga",1995,"K12",
" ","Kronberger 81    ","21 26 09","+53 31 58","  ",3.5,7500,1.801,8.6,0.06,0.02,-1.82,0.31,31,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1996,"D14",
" ","NGC 7071         ","21 26 39","+47 55 12","r ",8,1684,1.14,8.48,-1.52,0.15,-2.13,0.2,221,"K14","       ","     ","   ","      ","      ","  ","4-3-p-* ","WEBDA","Lynga",1997,"D14",
" ","FSR 0314         ","21 27 48","+53 44 57","IR",1,1710,1.041,8.14,-2.54,0.33,0.22,0.33,12,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1998,"K12",
" ","FSR 0306         ","21 28 22","+51 38 31","IR",9,2328,1.291,7.5,-2.46,0.07,-1.66,0.11,168,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",1999,"D14",
"P","NGC 7082         ","21 29 17","+47 07 36","  ",25,1442,0.237,8.233,-1.9,0.08,-2.32,0.07,1571,"K14",-9.1,10,1,-0.01,0.15,"  ","        ","WEBDA","Lynga",2000,"D14","D14"
"P","Platais 1        ","21 30 02","+48 58 36","  ",10,1268,0.357,8.244,-2.65,0.1,-1.31,0.14,414,"K14",-26.73,0.4,3,"      ","      ","  ","        ","WEBDA","Lynga",2001,"D14","FM09"
"P","NGC 7086         ","21 30 27","+51 36 00","  ",12,1298,0.807,8.142,0.98,1.56,0.22,1.44,1,"K14",-18.95,0.76,1,"      ","      ","  ","        ","WEBDA","Lynga",2002,"BDW","MMU"
"P","NGC 7092         ","21 31 48","+48 26 00","  ",29,326,0.013,8.445,-7.9,0.54,-20.1,0.54,14,"K14",-5.26,0.3,17,0.01,0.01,60,"        ","WEBDA","Lynga",2003,"TYC","M09"
" ","NGC 7084         ","21 32 33","+17 30 30","  ",16,765,0.1,9.18,-1.39,0.49,-6.76,0.44,102,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2004,"D14",
" ","FSR 0317         ","21 32 37","+53 45 48","IR",3.9,1934,0.833,8.8,-3.21,0.29,0.08,0.29,7,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2005,"K12",
" ","FSR 0307         ","21 34 03","+50 45 59","IR",1.2,1500,0.5,9.15,0.9,0.41,-1.15,0.02,35,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2006,"D14",
" ","NGC 7093         ","21 34 21","+45 57 54","  ",13,1785,0.61,8.95,-1.96,0.21,-3.57,0.16,385,"K14","       ","     ","   ",-0.15,0.13,1,"        ","WEBDA","Lynga",2007,"D14",
" ","FSR 0312         ","21 34 51","+50 55 26","IR",2,2700,0.889,8.66,-3.19,0.62,-2.37,0.62,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2008,"K12",
" ","FSR 0320         ","21 35 26","+53 41 08","IR",1.5,4724,1.02,8.85,-1.28,0.89,0.35,0.89,29,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2009,"D14",
" ","Kronberger 84    ","21 35 32","+53 30 49","  ",2.2,1075,0.61,8.78,-3.86,0.93,0.5,0.93,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2010,"K12",
" ","FSR 0324         ","21 36 09","+53 48 53","IR",1.3,4499,0.66,9,-4.24,0.02,-1.34,0.02,24,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2011,"D14",
" ","FSR 0326         ","21 38 02","+53 49 10","IR",1.9,8435,1.77,8.7,-4.91,0.5,-3.02,0.5,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2012,"K12",
"P","Trumpler 37      ","21 39 06","+57 30 00","v ",89,835,0.47,7.054,-1.58,0.52,-1.7,0.52,28,"K14",-19.06,2.42,8,"      ","      ","  ","        ","WEBDA","Lynga",2013,"TYC","D14"
" ","ASCC 114         ","21 40 01","+53 58 12","  ",19.2,550,0.26,7.75,-4.25,0.12,-4.52,0.06,653,"K14",-22,4.9,1,"      ","      ","  ","        ","WEBDA","Lynga",2014,"D14","D14"
" ","FSR 0316         ","21 40 52","+52 18 25","IR",1,1940,0.5,8.915,-5.84,0.27,1.09,1.71,15,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2015,"D14",
" ","NGC 7129         ","21 42 59","+66 06 48","  ",7,1070,0.97,8.08,-1.62,0.53,-3.08,0.49,19,"K14","       ","     ","   ","      ","      ","  ","4-2-p-n ","WEBDA","Lynga",2016,"D14",
" ","FSR 0323         ","21 43 10","+52 31 57","IR",2.1,6699,0.6,8.95,-6.61,0.51,-0.28,0.51,8,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2017,"K12",
" ","Barkhatova 2     ","21 43 38","+51 04 17","  ",5,1676,0.77,6.85,-0.53,0.48,-1.46,0.24,68,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2018,"D14",
"P","NGC 7127         ","21 43 41","+54 37 48","  ",5,1445,0.9,8.6,-4.05,0.28,-3.92,0.05,51,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",2019,"D14",
"P","NGC 7128         ","21 43 57","+53 42 54","  ",4,2307,1.018,7.254,-5.17,0.24,-4.84,0.05,107,"K14",-48,5,"   ","      ","      ","  ","        ","WEBDA","Lynga",2020,"D14","BDM"
"P","NGC 7142         ","21 45 09","+65 46 30","  ",12,2100,0.35,9.55,-2.37,0.15,-1.7,0.05,232,"K14",-44.12,3.62,12,0.08,0.06,"  ","        ","WEBDA","Lynga",2021,"D14","K12"
" ","Teutsch 74       ","21 45 44","+58 05 03","  ",4,2650,1.05,9.05,1.13,0.36,-2.65,0.26,39,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2022,"D14",
" ","FSR 0334         ","21 46 10","+55 26 56","IR",1,2201,0.271,9.31,-4.03,0.02,-1.82,0.02,19,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2023,"D14",
" ","FSR 0319         ","21 46 36","+51 24 42","IR",2.4,1680,0.849,8.6,-4.01,0.33,-3.13,0.33,11,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2024,"K12",
" ","FSR 0333         ","21 47 09","+54 56 20","IR",1.5,6001,1.099,8.895,-1.15,0.18,-2.72,0.03,19,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2025,"D14",
" ","FSR 0322         ","21 50 12","+51 12 40","IR",3.8,1867,0.45,9.25,-0.25,0.5,-2.22,0.5,8,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2026,"K12",
" ","FSR 0325         ","21 50 41","+51 22 29","IR",1.8,1800,0.481,8.45,0.34,0.03,-2.62,0.02,44,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2027,"D14",
" ","FSR 0336         ","21 50 51","+55 14 47","IR",9.9,1116,0.5,9.1,-5.74,0.05,-7.21,0.1,109,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2028,"D14",
" ","FSR 0338         ","21 51 44","+55 19 46","IR",2.7,14655,2.082,8.1,-6.26,0.49,-4.22,0.49,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2029,"K12",
"P","IC 5146          ","21 53 24","+47 16 00","  ",20,852,0.593,6,-2.9,0.28,0.46,0.27,270,"K14",-15.04,2.58,2,"      ","      ","  ","        ","WEBDA","Lynga",2030,"D14","D14"
"P","NGC 7160         ","21 53 40","+62 36 12","  ",5,789,0.375,7.278,-3.11,0.01,-1.31,0.08,48,"K14",-23.31,1.31,5,0.16,0.03,"  ","        ","WEBDA","Lynga",2031,"D14","D14"
"P","Berkeley 93      ","21 56 12","+63 56 00","  ",2,5600,1.5,8,-0.96,0.64,-1.03,0.64,1,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2032,"K12",
" ","ASCC 115         ","21 56 53","+51 28 48","  ",19.2,600,0.15,8.59,0.27,0.08,-1.29,0.06,883,"K14",-9,5.8,1,"      ","      ","  ","        ","WEBDA","Lynga",2033,"D14","D14"
" ","ASCC 116         ","21 58 34","+54 29 24","  ",21.6,5000,0.51,7.03,-3.44,0.09,-4.05,0.08,857,"K14",-30.6,3.7,1,"      ","      ","  ","        ","WEBDA","Lynga",2034,"D14","K12"
" ","NGC 7175         ","21 58 46","+54 49 06","  ",32,1930,0.87,8.4,-2.86,0.07,-4.36,0.05,1723,"K14",-26.82,4.82,2,"      ","      ","  ","        ","WEBDA","Lynga",2035,"D14","D14"
" ","NGC 7193         ","22 03 03","+10 48 06","  ",13,1080,0.03,9.65,-1.07,0.72,-5.41,0.5,55,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2036,"D14",
" ","ASCC 117         ","22 04 59","+62 16 12","  ",42,1200,0.3,6.67,-1.36,0.4,-4.97,0.4,6,"K14",-11.4,0.8,1,"      ","      ","  ","        ","WEBDA","Lynga",2037,"K12","D14"
"P","NGC 7209         ","22 05 07","+46 29 00","  ",14,1168,0.168,8.617,0.04,0.13,-0.16,0.05,336,"K14",-18.63,0.17,3,-0.12,"      ","  ","        ","WEBDA","Lynga",2038,"D14","MMU"
" ","FSR 0341         ","22 05 33","+53 22 06","IR",1.5,6000,0.7,9,-5.15,0.02,-5.55,0.51,33,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2039,"D14",
" ","Collinder 471    ","22 07 06","+72 00 00","  ",130,2003,0.999,6.88,-2.22,0.07,-3.32,0.05,4573,"K14",-10.94,2.01,1,"      ","      ","  ","-2-p-*  ","WEBDA","Lynga",2040,"D14","D14"
" ","FSR 0342         ","22 07 41","+53 07 45","IR",8.1,2088,0.625,8.85,-4.3,0.19,-3.23,0.14,288,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2041,"D14",
" ","Alessi Teutsch 5 ","22 08 27","+61 01 42","  ",25.2,900,0.3,7.02,-0.96,0.08,-2.81,0.04,985,"K14",-42,10,1,"      ","      ","  ","        ","WEBDA","Lynga",2042,"D14","D14"
" ","FSR 0358         ","22 10 14","+58 48 29","IR",5.8,2578,2.311,9.3,-2.09,0.81,-1.48,0.23,30,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2043,"D14",
"P","NGC 7226         ","22 10 26","+55 23 54","  ",2,2616,0.536,8.436,-0.77,1.28,-4.41,0.83,20,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2044,"LOK",
" ","IC 1434          ","22 10 34","+52 49 40","  ",7,2600,0.13,8.9,-3.06,0.25,-0.52,0.21,267,"K14","       ","     ","   ","      ","      ","  ","3-2-m-* ","WEBDA","Lynga",2045,"D14",
" ","FSR 0364         ","22 10 48","+60 06 22","IR",1.2,3399,0.731,9.15,-3.61,0.02,-1.02,0.08,20,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2046,"D14",
" ","FSR 0354         ","22 11 12","+57 41 58","IR",5.1,1169,0.5,8,-0.67,0.44,-4,0.28,98,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2047,"D14",
"P","NGC 7235         ","22 12 25","+57 16 12","  ",5,3330,0.9,6.9,-4.03,1.27,-2.11,1.19,1,"K14",-53.71,0.49,1,"      ","      ","  ","        ","WEBDA","Lynga",2048,"BDW","MMU"
" ","vdBergh 150      ","22 12 48","+73 20 00","  ",35,3990,1.228,8.8,-0.57,0.33,9.07,0.88,269,"K14","       ","     ","   ","      ","      ","  ","-3-p-n  ","WEBDA","Lynga",2049,"D14",
" ","vdBergh 152      ","22 13 30","+70 15 00","  ",25,1964,0.729,9.295,-2.85,0.25,-1.98,0.18,297,"K14",-41,0.9,1,"      ","      ","  ","3-3-p-n ","WEBDA","Lynga",2050,"D14","D14"
" ","Teutsch 126      ","22 13 46","+55 43 12","  ",9,1740,0.22,8.6,-1.52,0.12,-2.41,0.01,197,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2051,"D14",
"P","NGC 7243         ","22 15 08","+49 53 54","  ",29,808,0.22,8.058,-0.86,0.06,-1.71,0.03,1637,"K14",-10.07,2.83,28,0.06,0.13,"  ","        ","WEBDA","Lynga",2052,"D14","D14"
"P","NGC 7245         ","22 15 11","+54 20 36","  ",7,3467,0.45,8.65,-1.98,0.26,-1.76,0.23,191,"K14",65.3,3.2,5,-0.15,0.18,5,"        ","WEBDA","Lynga",2053,"D14","CC15"
"P","King 9           ","22 15 30","+54 24 00","  ",3,7900,0.37,9.5,-2.36,0.3,-1.41,0.38,67,"K14","       ","     ","   ","      ","      ","  ","1-1-m-* ","WEBDA","Lynga",2054,"D14",
" ","Kumar 21         ","22 16 20","+60 06 06","IR",1.5,2500,1.651,7.68,3.02,0.08,12.02,0.75,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2055,"D14",
" ","IC 1442          ","22 16 30","+54 03 00","  ",5,2346,0.541,6.982,-2.67,0.18,-0.85,0.25,79,"K14",-63.5,0.9,1,"      ","      ","  ","        ","WEBDA","Lynga",2056,"D14","K12"
" ","FSR 0369         ","22 16 39","+60 49 14","IR",0.7,4427,1.77,9.1,-1.64,0.57,-8.27,0.57,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2057,"K12",
" ","FSR 0356         ","22 18 21","+56 46 22","IR",0.8,2200,0.6,9.1,-0.88,0.51,-4.46,0.51,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2058,"K12",
" ","FSR 0366         ","22 18 39","+59 00 50","IR",0.8,5610,1.103,8.715,-1.82,0.42,-1.33,0.42,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2059,"K12",
" ","Pismis Moreno 1  ","22 18 48","+63 16 00","  ",6,800,0.55,7.4,-1.61,0.3,-3.09,0.02,33,"K14",-23.48,1.53,2,"      ","      ","  ","3-3-m-n ","WEBDA","Lynga",2060,"D14","D14"
" ","SBB 2            ","22 18 57","+56 05 11","  ",0.5,3600,5.89,6.7,-3.2,0.68,-2.31,0.68,1,"K14",-55,5,1,"      ","      ","  ","        ","WEBDA","Lynga",2061,"K12","K12"
" ","Teutsch 127      ","22 19 00","+56 07 25","  ",0.8,3600,5.89,6.7,"       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2062,"   ",
" ","ASCC 119         ","22 19 12","+46 54 00","  ",25.2,1000,0.1,8.83,-1.52,0.1,-2.42,0.07,946,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2063,"D14",
"P","NGC 7261         ","22 20 07","+58 07 41","  ",7,2830,0.88,8.2,-2.65,0.33,-3.37,0.07,158,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2064,"D14",
"P","Berkeley 94      ","22 22 42","+55 51 00","  ",3,2630,0.608,6.996,-1.6,0.38,-1.14,0.09,87,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2065,"D14",
" ","SBB 4            ","22 23 24","+56 36 27","  ",1.5,2270,0.1,6.7,1.1,0.02,-3.69,1.14,32,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2066,"D14",
" ","Teutsch 53       ","22 24 32","+60 24 49","  ",5,5502,1.599,8.85,-1.15,0.43,-4.35,0.24,31,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2067,"D14",
" ","NGC 7281         ","22 25 18","+57 49 00","d ",12,1620,0.5,7.86,-2.13,0.13,-3.19,0.08,369,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",2068,"D14",
" ","NGC 7296         ","22 28 01","+52 19 22","  ",8,2450,0.24,8.45,-3.16,0.12,-2.11,0.15,213,"K14","       ","     ","   ",0,0.13,"  ","        ","WEBDA","Lynga",2069,"D14",
" ","Berkeley 95      ","22 28 18","+59 08 00","  ",3,3343,1.25,7.65,-2.38,0.01,-2.08,0.17,56,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",2070,"D14",
" ","Teutsch 76       ","22 28 46","+61 37 58","  ",3,4150,1.17,7,-8.91,0.42,-3.59,0.07,6,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2071,"D14",
"P","Berkeley 96      ","22 29 49","+55 23 47","  ",3,3180,0.54,7.6,-2.86,0.37,-1.31,0.13,59,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2072,"D14",
" ","ASCC 120         ","22 30 36","+57 12 36","  ",36,2500,0.62,7.08,-0.65,0.06,-1.97,0.05,2925,"K14",-60.8,1.78,1,"      ","      ","  ","        ","WEBDA","Lynga",2073,"D14","D14"
" ","ASCC 121         ","22 30 43","+54 54 00","  ",27.6,2500,0.3,7.73,-1.79,0.1,-0.24,0.08,1292,"K14",-64.3,7.4,1,"      ","      ","  ","        ","WEBDA","Lynga",2074,"D14","K12"
" ","FSR 0357         ","22 30 54","+53 57 23","IR",0.6,2500,0.4,8.835,-8.15,0.59,-1.78,0.59,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2075,"K12",
" ","FSR 0365         ","22 33 04","+55 32 22","IR",1.6,3864,0.822,8.905,-3.04,0.22,-1.34,0.32,40,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2076,"D14",
" ","ASCC 122         ","22 33 14","+39 36 36","  ",86.4,700,0.1,6.98,-0.77,0.46,-5.05,0.46,9,"K14",-6.51,2.57,4,"      ","      ","  ","        ","WEBDA","Lynga",2077,"K12","D14"
" ","FSR 0377         ","22 34 52","+58 18 16","IR",1.5,2300,0.6,7.7,-5.87,0.41,-4.04,0.79,27,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2078,"D14",
" ","Teutsch 39       ","22 36 29","+37 45 23","  ",17,810,0.08,7.3,-3.25,0.44,-2.32,0.34,135,"K14",-19.5,1.78,1,"      ","      ","  ","        ","WEBDA","Lynga",2079,"D14","D14"
" ","Berkeley 97      ","22 39 28","+58 59 51","  ",4,2410,0.77,8.4,-1.35,0.25,-1.57,0.06,80,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",2080,"D14",
" ","NGC 7352         ","22 39 43","+57 23 42","  ",9,2550,1.1,7.7,0.25,0.2,-3.46,0.11,203,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2081,"D14",
" ","Czernik 42       ","22 39 48","+59 54 54","  ",3.5,2585,1.74,7,-2.41,0.33,-1.56,0.02,38,"K14","       ","     ","   ","      ","      ","  ","3-1-p-* ","WEBDA","Lynga",2082,"D14",
" ","FSR 0381         ","22 42 13","+58 19 52","IR",1.9,3392,0.77,8.98,-3.14,0.26,-0.37,0.26,8,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2083,"K12",
" ","FSR 0385         ","22 42 32","+58 55 53","IR",3.3,1726,0.979,8.85,0.25,0.58,-3.92,0.4,42,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2084,"D14",
" ","ASCC 123         ","22 42 36","+54 15 36","  ",153.6,250,0.1,8.41,12.55,0.61,-1.03,0.61,4,"K14",-6.46,6.49,3,"      ","      ","  ","        ","WEBDA","Lynga",2085,"K12","K12"
" ","Berkeley 98      ","22 42 38","+52 23 16","  ",10,3739,0.13,9.4,-0.47,0.22,-1.52,0.16,233,"K14","       ","     ","   ","      ","      ","  ","3-2-m-* ","WEBDA","Lynga",2086,"D14",
"P","NGC 7380         ","22 47 21","+58 07 54","  ",20,2222,0.602,7.077,-1.74,0.84,-2.52,0.81,1,"K14",-42.09,4.17,3,"      ","      ","  ","        ","WEBDA","Lynga",2087,"BDW","D14"
" ","Teutsch 54       ","22 47 23","+59 46 30","  ",8,2890,0.58,8.95,-1.2,0.48,-0.87,0.25,125,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2088,"D14",
" ","Alessi 37        ","22 48 08","+46 15 06","  ",36,600,0.15,8.48,-0.82,0.11,-2.75,0.05,1073,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2089,"D14",
" ","Majaess 215      ","22 49 34","+59 56 09","IR",6,"     ","      ","      ",-0.91,0.39,0.67,0.31,61,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2090,"D14",
" ","NGC 7394         ","22 50 23","+52 08 06","  ",9,1310,0.35,8.78,-1.41,0.23,-0.6,0.12,146,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2091,"D14",
" ","FSR 0384         ","22 51 40","+56 06 34","IR",3.4,4799,0.604,8.925,-2.29,0.4,-3.67,0.41,77,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2092,"D14",
" ","King 18          ","22 52 01","+58 17 36","  ",8,3010,0.69,8.1,-2.35,0.18,-2.52,0.1,225,"K14","       ","     ","   ","      ","      ","  ","2-2-p-* ","WEBDA","Lynga",2093,"D14",
" ","FSR 0404         ","22 53 26","+62 08 31","IR",2.4,5763,2.165,8.4,-3.01,0.64,-3.54,0.64,3,"K14",-39.4,0,1,"      ","      ","  ","        ","WEBDA","Lynga",2094,"K12","K12"
" ","FSR 0406         ","22 53 48","+62 36 43","IR",6.2,7001,1.449,9,-0.31,0.58,-1.24,0.12,38,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2095,"D14",
"P","NGC 7419         ","22 54 20","+60 48 54","  ",5,2300,2.02,7.15,-0.86,0.01,-0.12,0.04,91,"K14",-74,9,6,"      ","      ","  ","        ","WEBDA","Lynga",2096,"D14","BMB"
"P","King 10          ","22 54 54","+59 10 00","  ",4,3379,1.138,7.446,-2.04,0.23,-3.03,0.09,114,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2097,"D14",
" ","NGC 7423         ","22 55 08","+57 05 48","r ",5,4150,0.75,9.15,-1.43,0.25,-4.32,0.17,101,"K14","       ","     ","   ","      ","      ","  ","3-3-m-* ","WEBDA","Lynga",2098,"D14",
" ","FSR 0394         ","22 55 08","+58 43 30","IR",1.9,4739,0.999,9.2,-5.62,0.38,1.78,0.38,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",2099,"K12",
" ","NGC 7429         ","22 56 00","+59 58 24","  ",14,1190,1.16,7.6,0.22,0.28,-0.03,0.15,218,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",2100,"D14",
" ","ASCC 125         ","22 56 17","+62 45 00","  ",66,1500,0.71,7.01,-0.66,0.08,-1.47,0.06,2332,"K14",-20.52,2.44,14,"      ","      ","  ","        ","WEBDA","Lynga",2101,"D14","D14"
